Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
6,16,8,1,0.5,0.25
15,16,1,0,0.125,0.0625
21,16,4,1,0.25,0.125
29,32,3,1,0.09375,0.0625
31,32,2,0,0.25,0.0625
36,32,16,1,0.5,0.25
