Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
1,23,1,0,0.304347826086957,0.0434782608695652
2,17,3,0,0.588235294117647,0.176470588235294
6,23,4,0,0.565217391304348,0.173913043478261
8,15,1,0,0.2,0.0666666666666667
14,25,2,0,0.32,0.08
16,15,7,0,0.6,0.466666666666667
22,25,2,0,0.6,0.08
25,25,8,0,0.44,0.32
29,23,13,1,0.565217391304348,0.173913043478261
