Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
2,17,1,0,0.176470588235294,0.0588235294117647
6,23,1,0,0.434782608695652,0.0434782608695652
7,25,2,0,0.32,0.08
9,15,3,0,0.333333333333333,0.2
10,19,6,0,0.578947368421053,0.315789473684211
13,21,7,0,0.571428571428571,0.333333333333333
14,25,2,0,0.6,0.08
25,15,1,0,0.6,0.0666666666666667
29,21,4,0,0.428571428571429,0.19047619047619
