Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,32,16,1,0.5,0.25
12,16,2,1,0.125,0.0625
15,32,8,1,0.25,0.0625
17,32,8,1,0.25,0.09375
21,16,1,0,0.125,0.0625
24,32,16,1,0.5,0.0625
30,32,2,0,0.5,0.0625
10,32,3,0,0.25,0.09375
19,32,2,0,0.25,0.0625
30,32,8,1,0.25,0.0625
32,32,8,0,0.5,0.25
33,32,3,1,0.09375,0.0625
36,16,4,1,0.25,0.0625
