Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
8,16,4,1,0.25,0.125
11,16,4,1,0.25,0.125
19,16,4,1,0.25,0.0625
20,16,2,0,0.5,0.125
32,16,8,1,0.5,0.125
34,32,8,0,0.5,0.25
