Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
8,32,16,1,0.5,0.09375
10,16,2,0,0.25,0.125
18,16,4,1,0.25,0.125
20,16,2,1,0.125,0.0625
22,16,8,1,0.5,0.25
25,16,1,0,0.125,0.0625
27,16,8,1,0.5,0.0625
29,32,2,0,0.09375,0.0625
35,32,8,1,0.25,0.0625
3,16,2,0,0.25,0.125
12,16,8,1,0.5,0.125
13,32,8,1,0.25,0.0625
17,32,16,1,0.5,0.0625
24,32,3,0,0.5,0.09375
28,32,8,1,0.25,0.0625
34,16,1,0,0.25,0.0625
35,16,8,1,0.5,0.0625
