Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
4,16,2,0,0.25,0.125
8,32,2,0,0.5,0.0625
17,16,2,0,0.25,0.125
21,32,8,0,0.5,0.25
25,16,2,0,0.5,0.125
31,16,1,0,0.25,0.0625
