Trial,Endowment,Choice,Decision,More_Prop,Less_Prop
6,25,5,0,0.32,0.2
9,17,3,0,0.470588235294118,0.176470588235294
10,23,7,0,0.565217391304348,0.304347826086957
20,25,11,0,0.6,0.44
23,21,1,0,0.571428571428571,0.0476190476190476
28,25,11,0,0.6,0.44
30,21,7,0,0.428571428571429,0.333333333333333
